BuildingType,PrimaryPropertyType,YearBuilt,NumberofFloors,PropertyGFATotal,NumberofBuildings,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kWh),NaturalGas(therms),TotalGHGEmissions,ENERGYSTARScore
NonResidential,Retail Store,1980,2,291940,1.0,40.0,11688601.0,2911448.0,17547.39063,162.45,80.0
NonResidential,Mixed Use Property,1970,1,88400,0.0,48.29999924,4383100.5,741693.375,18524.42188,116.03,42.0
NonResidential,Warehouse,1960,1,52311,1.0,18.20000076,930611.875,4913.5,9138.469727,48.65,96.0
NonResidential,Other,2009,5,141131,1.0,43.09999847,3085814.0,904400.1875,0.0,21.51,70.125
NonResidential,Large Office,2001,5,176532,1.0,56.09999847,5803409.0,1700881.75,0.0,40.46,60.0
NonResidential,Warehouse,1973,1,52500,1.0,72.19999695,3989399.0,898234.875,9246.209961,70.47,2.0
NonResidential,Warehouse,1959,2,57300,1.0,79.59999847,4560492.0,543351.0,27065.78125,156.67,55.0
NonResidential,Large Office,1916,6,350310,1.0,53.29999924,18102026.0,4681819.0,21276.56445,224.36,90.0
NonResidential,Large Office,1988,55,1400000,1.0,46.70000076,53079164.0,14499658.0,14268.40039,588.9,92.0
NonResidential,Hotel,1930,21,305548,1.0,108.8000031,33729336.0,4272584.5,28667.04883,1510.85,58.0
NonResidential,Large Office,1989,46,1536606,1.0,51.90000153,56606136.0,15729209.0,29380.69922,530.18,89.0
NonResidential,Large Office,1958,10,135918,1.0,44.40000153,6423556.5,1260947.625,0.0,193.72,91.0
NonResidential,Retail Store,1914,4,79957,1.0,80.30000305,5252131.0,1539311.375,0.0,36.61,25.0
NonResidential,Large Office,1921,4,127268,1.0,63.5,7711757.5,1770165.625,9574.279297,148.11,71.0
NonResidential,Large Office,1983,29,500000,1.0,44.29999924,18848780.0,5524260.5,0.0,131.4,93.0
NonResidential,Large Office,1926,10,132326,0.0,52.70000076,6029020.0,1670053.125,25.51000023,65.2,72.0
NonResidential,Large Office,1984,6,109830,1.0,87.90000153,7335905.5,2150030.75,0.0,51.14,45.0
NonResidential,Hotel,1973,19,332067,0.0,113.8000031,37785552.0,5803207.0,23989.94922,1468.5,6.0
NonResidential,Large Office,1910,10,130513,1.0,89.30000305,11651200.0,2006739.75,41731.74609,318.08,49.0
NonResidential,Small- and Mid-Sized Office,1920,8,60660,1.0,55.29999924,2586116.0,757947.125,0.0,18.03,49.625
NonResidential,Large Office,1929,14,137350,1.0,51.09999847,6366084.5,1203759.875,0.0,202.99,89.0
NonResidential,Large Office,1929,15,151039,1.0,43.40000153,5446624.0,761004.125,0.0,238.09,84.0
NonResidential,Large Office,1985,30,755000,1.0,78.09999847,52226204.0,12661185.0,85068.4375,793.05,72.0
NonResidential,Small- and Mid-Sized Office,1906,4,63540,1.0,62.0,3518459.5,711690.0,10901.72949,74.83,72.0
NonResidential,Large Office,1927,10,130893,1.0,57.20000076,6962073.0,2040466.625,0.0,48.54,80.0
NonResidential,Mixed Use Property,1910,5,79920,1.0,37.70000076,3009463.75,882023.3125,0.0,20.98,61.25
Campus,Mixed Use Property,1908,4,137400,1.0,122.8000031,14940504.0,3031866.75,45957.73828,316.2,63.125
NonResidential,Other,1996,6,147852,1.0,157.5,9671619.0,2087520.25,25489.99023,185.03,45.875
NonResidential,Other,1996,4,267335,0.0,74.69999695,7273155.5,1515211.5,21032.53125,147.75,64.25
NonResidential,Large Office,1989,56,1605578,1.0,36.79999924,49517704.0,13505807.0,25202.29883,525.78,97.0
NonResidential,Large Office,1980,36,794592,1.0,35.20000076,26689658.0,7629382.0,6582.040039,216.43,96.0
NonResidential,Large Office,1971,21,456304,1.0,56.59999847,19397324.0,5685030.0,0.0,135.23,74.0
NonResidential,Large Office,1986,12,115857,1.0,45.20000076,4757299.5,1394284.625,0.0,33.17,89.0
NonResidential,Small- and Mid-Sized Office,1999,4,87500,1.0,63.40000153,4549892.0,1333496.75,0.0,31.72,72.0
NonResidential,Large Office,1998,11,374405,1.0,69.09999847,13329024.0,3906513.0,0.0,92.92,72.0
NonResidential,Other,1985,12,193500,1.0,98.40000153,14436982.0,4231237.0,0.0,100.65,72.5
NonResidential,Large Office,1923,11,102846,1.0,52.5,5327249.5,541139.6875,0.0,281.55,96.0
NonResidential,Small- and Mid-Sized Office,1925,4,52800,1.0,46.90000153,2429021.0,536908.6875,5970.880371,44.48,83.0
Campus,Mixed Use Property,1913,10,258497,3.0,77.30000305,20779796.0,4946369.5,0.0,418.9,51.125
NonResidential,Retail Store,1929,8,861702,1.0,19.89999962,17666646.0,4319154.5,17.52666664,328.83,70.625
NonResidential,Other,1999,5,206950,1.0,93.19999695,19295226.0,5176868.5,0.0,249.09,61.375
NonResidential,Other,1990,6,1400000,1.0,0.13749999925,0.0,0.0,0.0,0.0,93.5
NonResidential,Other,1988,9,46710,1.0,89.30000305,4169431.5,797806.6875,0.0,130.69,63.25
NonResidential,Medical Office,1945,3,266000,1.0,85.90000153,13911761.0,3488557.5,15320.58984,201.15,65.0
NonResidential,Medical Office,1992,14,690158,1.0,78.19999695,21156670.0,6200665.0,0.0,147.49,58.0
NonResidential,Mixed Use Property,2001,6,378443,1.0,283.7000122,55073120.0,15681864.0,15665.93945,456.22,100.0
NonResidential,Hotel,1979,5,109017,1.0,86.90000153,9474745.0,1648708.875,38493.49609,243.66,34.0
NonResidential,Large Office,1981,5,275734,1.0,71.69999695,16373232.0,4798719.0,0.0,114.14,77.0
NonResidential,Warehouse,2001,1,123061,1.0,16.20000076,1987934.625,582630.1875,0.0,13.86,59.0
NonResidential,Distribution Center,1963,1,59090,1.0,46.59999847,2756214.75,185927.7969,21218.28906,117.11,45.0
NonResidential,Warehouse,1963,1,106000,1.0,7.199999809,763364.5,223729.2969,0.0,5.32,93.0
NonResidential,Large Office,1962,3,158600,1.0,125.5999985,18309150.0,4672048.0,23681.20117,236.9,19.0
NonResidential,Distribution Center,1960,1,119661,1.0,6.5,775729.1875,227129.2969,7.638800144,5.44,97.0
NonResidential,Large Office,2001,7,139200,1.0,52.90000153,4342597.0,1272742.25,0.0,30.27,81.0
NonResidential,Small- and Mid-Sized Office,1984,6,95721,1.0,32.0,3063504.5,897861.6875,0.0,21.36,95.0
NonResidential,Large Office,1996,5,213283,2.0,53.59999847,5661689.5,1659346.125,0.0,39.47,83.0
NonResidential,Large Office,2001,3,103697,1.0,179.1000061,11319836.0,1437351.5,64155.92188,374.92,7.0
NonResidential,Small- and Mid-Sized Office,1974,5,74880,1.0,71.59999847,5134607.5,1504867.25,0.0,35.8,56.0
NonResidential,Small- and Mid-Sized Office,1979,6,88774,1.0,70.59999847,6029121.5,1767034.25,0.0,42.03,53.0
NonResidential,Large Office,1983,5,122250,1.0,43.5,5535626.0,1622399.0,0.0,38.59,93.0
NonResidential,Small- and Mid-Sized Office,1979,4,53730,1.0,88.30000305,4742869.0,1390055.25,0.0,33.06,20.0
NonResidential,Small- and Mid-Sized Office,1960,3,55593,1.0,76.0,4224872.5,833103.5,13823.23047,93.23,55.0
NonResidential,Large Office,1982,4,134056,1.0,65.19999695,4695139.0,1376066.25,0.0,32.73,54.0
NonResidential,Retail Store,2005,1,158415,1.0,141.3999939,22394416.0,4668122.5,64667.80469,454.49,25.0
NonResidential,Large Office,1929,8,287819,1.0,176.0,48406556.0,14113435.0,2515.109863,349.07,81.875
NonResidential,Other,1975,8,158738,1.0,389.1000061,61762380.0,13636758.0,95718.15625,1268.87,61.875
NonResidential,Small- and Mid-Sized Office,1985,4,86995,1.0,51.40000153,2991674.75,876809.625,0.0,20.86,81.0
NonResidential,Retail Store,1999,1,164437,1.0,104.0,18390344.0,4132326.75,42908.43359,326.18,62.0
NonResidential,Large Office,2009,5,184482,1.0,47.40000153,5671256.0,1656231.0,201.9499969,40.47,95.0
NonResidential,Laboratory,1928,3,55200,1.0,210.0,11594121.0,2198235.0,40937.42188,269.71,55.875
NonResidential,Laboratory,2003,4,241159,1.0,191.3999939,33713876.0,5975651.5,133249.5156,849.83,62.625
NonResidential,Large Office,2004,6,139282,1.0,37.29999924,3238216.0,949066.6875,0.0,22.57,96.0
NonResidential,Large Office,2009,5,271071,1.0,42.40000153,7851334.5,2255357.5,1560.540039,61.93,96.0
NonResidential,Warehouse,1914,5,127800,1.0,21.70000076,2767491.0,746069.875,2219.0,29.53,56.0
NonResidential,Large Office,2002,5,560516,1.0,80.80000305,30083496.0,6132058.5,91609.10156,632.4,71.0
NonResidential,Large Office,2001,6,226592,1.0,90.90000153,11963428.0,3434879.5,2436.178711,94.64,49.0
NonResidential,Mixed Use Property,2003,5,159700,1.0,270.3999939,31371618.0,5965944.5,110158.125,726.96,53.375
NonResidential,Large Office,2006,4,209816,1.0,51.0,6917478.5,1554456.625,16136.71973,122.68,97.0
NonResidential,Large Office,2006,6,303103,1.0,40.70000076,7519466.5,2094799.75,3720.090332,69.59,97.0
NonResidential,Mixed Use Property,1954,3,67380,1.0,42.09999847,2755829.0,459033.0938,11896.08008,74.1,66.0
NonResidential,Laboratory,1963,4,102235,1.0,236.5,24395228.0,4500367.5,90399.71875,587.16,55.25
NonResidential,Mixed Use Property,2008,5,436497,1.0,171.1999969,45252356.0,8790355.0,152596.625,1019.53,75.75
NonResidential,Small- and Mid-Sized Office,1974,5,88062,1.0,52.70000076,3415561.25,1001043.625,0.0,23.81,80.0
NonResidential,Small- and Mid-Sized Office,1972,5,87178,1.0,54.5,3632613.75,1064658.125,0.0,25.32,69.0
NonResidential,Small- and Mid-Sized Office,1970,5,87178,1.0,52.29999924,3493093.75,1023767.125,0.0,24.35,86.0
NonResidential,Small- and Mid-Sized Office,1971,5,88000,1.0,50.0,3484915.5,1021370.188,0.0,24.29,75.0
NonResidential,Medical Office,1988,4,196749,1.0,176.8999939,19165116.0,3430113.5,74615.66406,477.87,5.0
NonResidential,Medical Office,1994,4,191276,1.0,87.69999695,8422861.0,2346217.25,4175.669922,77.99,21.0
NonResidential,Self-Storage Facility,1946,2,111445,2.0,47.79999924,5697472.5,881452.0,26899.58203,163.83,60.875
NonResidential,Warehouse,1997,4,98475,1.0,11.10000038,1090496.625,225380.0,3215.0,22.44,83.0
NonResidential,Hospital,2000,7,351530,1.0,198.1000061,42709624.0,7849323.5,159277.2813,1032.63,23.0
NonResidential,Supermarket / Grocery Store,1995,2,308965,1.0,119.9000015,14512786.0,3130371.0,38319.58594,277.98,78.0
NonResidential,Supermarket / Grocery Store,2008,1,63225,1.0,103.1999969,6522551.5,1911650.25,0.0,45.47,100.0
Nonresidential COS,Other,1955,1,113780,0.0,31.39999962,3574542.25,431091.6875,21036.57031,121.98,52.25
NonResidential,Warehouse,1999,1,243044,1.0,4.300000191,1396082.25,205444.5938,6951.050293,41.8,100.0
NonResidential,Other,2001,3,280252,1.0,93.0,11521702.0,3376817.5,0.0,80.32,64.5
NonResidential,Other,1952,3,66462,1.0,95.5,6876439.5,2015368.75,0.0,47.94,50.25
NonResidential,Retail Store,1997,1,131387,1.0,81.30000305,8773058.0,2258064.0,10685.42188,110.46,72.0
NonResidential,Warehouse,1999,3,94400,1.0,11.69999981,784364.5,199550.0,1035.000122,10.24,38.0
NonResidential,Other,1964,1,111900,6.0,79.0,9814820.0,1872845.375,34246.69922,226.43,58.5
NonResidential,Supermarket / Grocery Store,1984,1,144776,0.0,92.69999695,13424079.0,3020895.5,31167.82617,237.39,56.0
NonResidential,Retail Store,1967,1,114000,1.0,150.8999939,17225444.0,2296774.5,93888.48438,553.27,79.0
NonResidential,Supermarket / Grocery Store,1997,1,50083,1.0,173.0,8663691.0,1913361.75,21353.00195,158.92,78.0
NonResidential,Large Office,1988,3,124071,1.0,51.70000076,4991360.5,1462254.125,21.48999977,34.9,73.0
NonResidential,Small- and Mid-Sized Office,2000,4,90000,1.0,43.29999924,3897738.0,1142361.5,0.0,27.17,84.0
NonResidential,Small- and Mid-Sized Office,2001,3,96041,1.0,87.0,5413418.0,1586581.875,0.0,37.74,70.0
NonResidential,Large Office,1999,3,280957,1.0,68.69999695,11325513.0,3219974.5,3366.104004,94.47,96.0
NonResidential,Large Office,1999,4,243334,1.0,62.20000076,8651835.0,2378856.0,5351.779785,85.01,89.0
NonResidential,Mixed Use Property,1991,6,154660,1.0,209.3000031,52960796.0,10239394.0,4755.599609,1623.34,71.875
NonResidential,Large Office,1982,5,390295,1.0,31.60000038,7683885.0,2252017.5,0.0,53.57,95.0
NonResidential,Warehouse,1967,2,90000,1.0,15.89999962,1429146.375,373072.1875,1562.23999,17.17,87.0
NonResidential,Retail Store,1966,1,50200,1.0,20.89999962,1047461.0,148728.2969,5400.0,32.22,81.75
NonResidential,Small- and Mid-Sized Office,1925,6,94033,1.0,56.59999847,4758198.0,841456.8125,18871.4707,120.24,75.25
NonResidential,Warehouse,1941,2,63240,1.0,3.599999905,227566.7031,25031.90039,1421.580078,8.15,100.0
NonResidential,Other,2008,5,322869,1.0,130.6999969,17085344.0,3138366.25,63772.37891,413.35,57.25
NonResidential,Self-Storage Facility,1988,4,130293,1.0,3.599999905,465533.3125,136440.0,0.0,3.25,69.125
NonResidential,Warehouse,1997,4,106041,1.0,10.60000038,1123943.0,216689.0,3845.999756,25.58,94.0
NonResidential,Self-Storage Facility,1956,3,94470,1.0,10.60000038,1000796.875,126863.7031,5679.380371,33.18,73.75
NonResidential,Large Office,2002,10,181694,1.0,49.90000153,7637986.0,2238565.5,0.0,53.25,88.0
NonResidential,Retail Store,1987,2,69492,1.0,4.599999905,318962.8125,93482.60156,0.0,2.22,100.0
NonResidential,Warehouse,1966,1,22780,1.0,17.60000038,402051.3125,117834.5,0.0,2.8,33.0
NonResidential,Distribution Center,1967,1,124472,1.0,43.90000153,5464762.0,335860.8125,43188.04688,237.36,62.0
NonResidential,Large Office,1970,22,227556,1.0,37.29999924,8493420.0,2489278.75,0.0,59.21,95.0
NonResidential,Distribution Center,1967,1,50065,1.0,30.60000038,1529510.25,245094.0938,6932.489746,42.65,72.0
NonResidential,Distribution Center,1969,1,57540,1.0,44.90000153,2582687.0,384226.5,12717.05957,76.68,26.0
NonResidential,Warehouse,1966,1,85400,1.0,18.0,1536998.25,450468.4063,0.0,10.72,49.0
NonResidential,Warehouse,1966,1,55700,1.0,9.300000191,519806.0938,152346.4063,0.0,3.62,63.0
NonResidential,Small- and Mid-Sized Office,1964,1,53250,1.0,34.0,1794187.25,307202.0,7460.140137,46.93,96.0
NonResidential,Small- and Mid-Sized Office,1987,6,78672,1.0,27.70000076,2179719.75,553488.375,2912.170166,28.63,98.0
NonResidential,Warehouse,1986,3,64660,1.0,5.0,325513.0,69699.0,876.999939,6.32,89.0
NonResidential,Mixed Use Property,1927,2,75844,1.0,64.80000305,3684188.5,998490.875,2773.369873,38.48,60.25
NonResidential,Distribution Center,1968,1,161678,1.0,57.59999847,9357230.0,1855803.75,30252.27148,204.81,25.0
NonResidential,Distribution Center,1949,1,101101,1.0,215.6000061,21795830.0,6383133.0,165.7700043,152.71,1.0
NonResidential,Distribution Center,1980,1,52613,1.0,17.79999924,1061458.25,154710.5,5335.860352,32.02,80.0
NonResidential,Other,1940,1,56608,1.0,89.59999847,5094197.0,1246560.375,8409.324219,74.31,62.125
NonResidential,Refrigerated Warehouse,1953,1,104099,1.0,170.0,17695420.0,5065566.0,4117.050293,142.36,68.375
NonResidential,Supermarket / Grocery Store,2003,1,58184,1.0,284.5,14715262.0,2331899.75,67588.19531,414.43,41.0
NonResidential,Supermarket / Grocery Store,1980,1,58480,1.0,248.8000031,11054535.0,1998174.5,42367.62891,272.54,37.0
NonResidential,Large Office,2005,6,336700,1.0,41.59999847,9058916.0,2308731.75,0.0,54.92,95.0
NonResidential,Retail Store,1996,4,264008,1.0,100.5,9937707.0,2141824.75,26297.99805,190.61,42.0
NonResidential,Small- and Mid-Sized Office,1914,2,62220,1.0,87.80000305,5444253.5,1591859.875,128.2700043,38.55,32.0
NonResidential,Small- and Mid-Sized Office,1970,1,65430,1.0,46.20000076,3181045.5,499939.4063,14752.51953,90.24,89.0
NonResidential,Large Office,2006,3,102290,1.0,72.40000153,6062770.5,1733053.0,1495.929932,49.17,26.0
NonResidential,Other,1926,3,80004,1.0,163.3999939,12232124.0,3585030.0,0.0,85.28,66.5
NonResidential,Warehouse,1991,2,323916,1.0,24.79999924,8024064.5,1039884.313,44759.78906,262.45,92.0
NonResidential,Mixed Use Property,1932,14,304052,1.0,69.40000153,21027396.0,5522715.0,21838.90625,247.35,66.0
NonResidential,Small- and Mid-Sized Office,1978,4,85385,1.0,91.40000153,4855036.5,1422929.625,0.0,33.85,55.5
NonResidential,Distribution Center,1989,2,98024,1.0,20.39999962,1988334.5,402414.0,6152.976074,42.25,94.0
NonResidential,Mixed Use Property,1928,1,65000,1.0,86.80000305,2603931.25,472610.5,9913.839844,63.89,83.5
NonResidential,Large Office,1990,5,144573,1.0,65.40000153,5135040.0,1504993.875,0.0,35.8,62.0
NonResidential,Retail Store,1950,2,302812,1.0,24.10000038,7290824.5,1638420.25,17005.3418,129.29,97.0
NonResidential,Small- and Mid-Sized Office,1974,5,86400,1.0,116.0999985,9080022.0,1198616.625,49903.41016,293.55,53.0
NonResidential,Other,1969,2,98539,0.0,55.29999924,5450441.5,1543474.25,1841.069946,46.49,59.125
NonResidential,Small- and Mid-Sized Office,1981,6,86483,1.0,73.59999847,6361236.5,1864371.5,0.0,44.35,56.0
NonResidential,Distribution Center,1976,1,51600,1.0,21.79999924,1124543.125,239011.5938,3090.35498,22.1,75.0
NonResidential,Warehouse,1968,1,140520,1.0,15.80000019,2225512.0,384092.5938,9149.879883,57.73,61.0
NonResidential,Large Office,1986,5,154029,1.0,50.59999847,4636396.5,1190117.5,5757.149902,58.88,95.0
NonResidential,Other,2005,3,161789,1.0,99.69999695,6963616.5,2036226.75,160.1000061,49.28,48.375
NonResidential,Medical Office,2005,3,63909,1.0,74.59999847,4765753.5,1396762.25,0.0,33.22,53.125
NonResidential,Warehouse,1948,2,53472,1.0,17.10000038,971155.625,111671.8984,5901.310059,34.0,70.625
NonResidential,Warehouse,1980,1,50417,1.0,36.59999847,1847401.0,250591.0938,9923.839844,58.67,14.0
NonResidential,Restaurant,1900,1,43728,1.0,263.2000122,11508035.0,0.0,115080.3516,611.19,56.25
NonResidential,Medical Office,1961,3,133298,1.0,117.3000031,15640994.0,3399819.0,40408.10156,295.48,21.0
NonResidential,Retail Store,1965,2,168619,1.0,37.29999924,6455828.5,1599320.5,9989.459961,91.1,78.0
NonResidential,Mixed Use Property,2002,5,251827,0.0,280.3999939,47102428.0,8544799.0,179475.7188,1156.45,73.75
NonResidential,Large Office,2000,4,175885,1.0,62.40000153,6486377.5,1901048.25,0.0,45.22,91.0
NonResidential,Warehouse,1969,2,104786,1.0,9.800000191,1028376.875,195403.7969,3616.5896,23.86,93.0
NonResidential,Other,2000,1,53040,1.0,34.40000153,1770027.5,280178.0,8140.600098,49.9,76.875
NonResidential,Other,1973,1,110689,0.0,21.10000038,2339814.25,104433.7969,19834.86133,107.83,61.875
NonResidential,Small- and Mid-Sized Office,1948,1,53620,1.0,38.40000153,2058955.25,554098.5,1683.709839,22.12,86.0
NonResidential,Small- and Mid-Sized Office,1938,1,50008,1.0,64.0,3202213.0,665544.375,9313.75,65.3,62.0
NonResidential,Large Office,2009,4,291176,1.0,34.20000076,6657348.5,1929988.0,722.2838745,49.74,98.0
NonResidential,Warehouse,1957,1,50832,1.0,50.20000076,2551022.25,179950.4063,19370.31641,107.16,63.0
NonResidential,Refrigerated Warehouse,1971,1,76354,1.0,37.20000076,2843033.5,830282.5,101.0899963,20.29,70.0
NonResidential,Warehouse,1956,1,98480,1.0,28.79999924,2831565.5,704380.6875,4282.180176,39.5,65.0
NonResidential,Mixed Use Property,1904,2,53002,1.0,64.40000153,3441643.25,754551.875,8671.120117,64.0,75.0
NonResidential,Mixed Use Property,2008,3,175918,1.0,232.3000031,22530168.0,3530997.0,104824.0547,640.71,48.0
NonResidential,Other,1920,3,169785,1.0,180.6999969,19155416.0,3883254.0,59057.51953,406.02,45.125
NonResidential,Large Office,1971,11,124721,1.0,111.4000015,13898181.0,2365175.75,58282.00781,365.79,58.0
NonResidential,Small- and Mid-Sized Office,1970,7,94002,1.0,60.29999924,5662234.0,1659505.75,0.0,39.47,70.0
NonResidential,Warehouse,1974,1,93020,1.0,13.5,1252323.875,367035.0938,0.0,8.73,60.0
NonResidential,Other,1946,1,23000,1.0,30.89999962,711118.375,76388.79688,4504.796875,25.74,83.0
NonResidential,Supermarket / Grocery Store,2002,1,61053,1.0,241.3000031,13133225.0,2483776.0,46585.80469,306.5,32.0
NonResidential,Large Office,1913,7,154159,5.0,58.0,11195917.0,471503.0,3430.500488,29.43,100.0
NonResidential,Small- and Mid-Sized Office,1904,5,78920,1.0,36.0,2830674.75,829623.1875,0.0,19.73,88.0
NonResidential,Small- and Mid-Sized Office,1906,7,99440,1.0,74.30000305,6606832.5,1373344.375,19209.81055,134.69,64.0
NonResidential,Small- and Mid-Sized Office,1907,6,73260,1.0,44.70000076,2853189.5,836221.875,0.0,19.89,82.0
NonResidential,Small- and Mid-Sized Office,1900,4,69817,1.0,35.90000153,2178074.5,364924.6875,1618.65979,76.8,87.0
NonResidential,Small- and Mid-Sized Office,1900,4,84750,1.0,29.79999924,2094724.625,541278.3125,2478.827148,26.04,59.5
NonResidential,Small- and Mid-Sized Office,1900,6,75496,1.0,59.29999924,3570161.75,1046354.5,0.0,24.89,55.375
NonResidential,Large Office,1900,4,164380,1.0,53.0,7655751.0,1816152.875,10594.98047,130.31,79.0
NonResidential,Large Office,1907,7,160580,1.0,27.0,4336187.5,883376.6875,9748.979492,99.59,98.0
NonResidential,Small- and Mid-Sized Office,1909,6,73470,1.0,48.59999847,3212269.0,941462.125,0.0,22.39,83.0
Nonresidential COS,Other,1906,3,67755,1.0,29.10000038,1904480.0,558171.125,0.0,13.28,74.875
NonResidential,Mixed Use Property,1910,3,56700,1.0,41.79999924,2371575.0,599477.125,3261.589844,31.58,37.0
NonResidential,Warehouse,1922,1,82852,1.0,26.29999924,2153603.5,310101.0,10955.38965,65.56,83.0
NonResidential,Other,1953,2,76442,1.0,52.29999924,3978277.0,499824.9063,22728.74023,132.6,55.0
NonResidential,Distribution Center,1962,2,92792,1.0,31.89999962,3155496.0,593368.375,11309.22852,74.18,56.0
NonResidential,Other,1941,2,125519,2.0,15.69999981,2244317.0,657771.625,0.0,15.65,55.125
