BuildingType,PrimaryPropertyType,YearBuilt,NumberofFloors,PropertyGFATotal,NumberofBuildings,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kWh),NaturalGas(therms),TotalGHGEmissions,ENERGYSTARScore
NonResidential,Small- and Mid-Sized Office,1998,3,37639,1.0,221.3999939,6197824.5,1816478.25,0.0,43.21,55.5
Multifamily LR (1-4),Low-Rise Multifamily,1900,4,21840,1.0,17.70000076,471484.8125,138184.2969,0.0,3.29,98.0
NonResidential,Small- and Mid-Sized Office,1900,4,22840,1.0,38.59999847,881386.1875,258319.5,0.0,6.14,64.0
NonResidential,Other,1900,1,21420,1.0,41.70000076,810636.875,211742.9063,881.7000122,9.72,74.25
NonResidential,Small- and Mid-Sized Office,1900,1,20880,1.0,32.70000076,683274.0,200256.0938,0.0,4.76,94.0
Multifamily MR (5-9),Mid-Rise Multifamily,1900,5,38765,1.0,20.5,548292.6875,160695.4063,0.0,3.82,93.0
NonResidential,Mixed Use Property,1966,3,26000,1.0,40.90000153,1063035.875,240346.0938,2429.75,18.62,85.25
NonResidential,Small- and Mid-Sized Office,1900,3,38675,1.0,118.4000015,1938776.75,375174.3125,6586.819824,43.91,76.0
Nonresidential COS,Small- and Mid-Sized Office,1929,4,49951,1.0,91.59999847,5134446.0,613399.375,26594.46875,185.33,67.75
Multifamily LR (1-4),Low-Rise Multifamily,1930,3,23052,1.0,22.70000076,748555.5,207631.7031,401.1600037,7.07,72.0
Multifamily LR (1-4),Low-Rise Multifamily,2005,4,41461,1.0,93.90000153,3163537.0,376237.4063,18798.15039,108.79,25.0
NonResidential,Medical Office,2010,2,25880,1.0,75.0,1941728.75,529255.6875,1359.079956,19.81,8.0
Multifamily MR (5-9),Mid-Rise Multifamily,1971,6,65418,1.0,36.29999924,2372126.25,507209.3125,6415.280273,46.14,83.0
Multifamily LR (1-4),Low-Rise Multifamily,2007,4,65161,1.0,28.79999924,1876684.625,550024.6875,0.0,13.08,60.0
Multifamily LR (1-4),Low-Rise Multifamily,1981,4,28753,1.0,31.89999962,733278.5,214911.5938,0.0,5.11,57.0
NonResidential,Worship Facility,1927,3,41013,1.0,31.39999962,1080821.0,126878.6016,6479.110352,37.43,88.625
Multifamily LR (1-4),Other,1928,3,22232,1.0,54.59999847,1214710.25,113358.7969,8279.299805,46.67,80.875
NonResidential,Other,2004,2,21075,1.0,75.0,1581036.75,191107.7969,9289.768555,53.88,87.875
Multifamily LR (1-4),Low-Rise Multifamily,1977,3,30358,1.0,22.70000076,569265.625,166842.2031,0.0,3.97,94.0
NonResidential,Worship Facility,1950,3,46485,1.0,24.20000076,1544995.75,222506.5938,7858.030273,47.03,83.0
Multifamily LR (1-4),Low-Rise Multifamily,1958,3,25943,1.0,23.70000076,615955.625,180526.2031,0.0,4.29,81.0
Multifamily LR (1-4),Low-Rise Multifamily,1989,4,36992,2.0,24.20000076,562286.0,164796.5938,0.0,3.92,95.0
Multifamily LR (1-4),Low-Rise Multifamily,1988,4,27770,1.0,20.5,568033.375,162950.5938,120.4599991,4.52,94.0
Multifamily LR (1-4),Low-Rise Multifamily,1991,4,52263,1.0,24.10000038,1260212.75,238479.4063,4465.210449,29.39,96.0
NonResidential,Small- and Mid-Sized Office,1965,4,56896,1.0,34.40000153,1402048.5,292240.0938,4049.250244,28.46,96.0
Multifamily LR (1-4),Low-Rise Multifamily,1986,4,31023,1.0,31.0,960790.8125,281591.5938,0.0,6.7,39.0
NonResidential,Worship Facility,1978,2,27500,1.0,21.0,577123.125,100723.6016,2334.540283,14.79,60.0
NonResidential,Small- and Mid-Sized Office,1930,2,36630,1.0,16.39999962,541943.3125,158834.5,0.0,3.78,90.0
NonResidential,Small- and Mid-Sized Office,1900,3,26830,0.0,78.19999695,2099386.75,321210.4063,10034.16992,60.93,59.75
NonResidential,Small- and Mid-Sized Office,1906,5,41920,1.0,26.29999924,1103594.75,323445.0938,0.0,7.69,95.0
NonResidential,Small- and Mid-Sized Office,1905,5,36879,1.0,34.90000153,1537570.25,347601.6875,3515.530273,26.94,92.0
NonResidential,Other,1904,6,29820,1.0,53.70000076,1601955.625,313539.0938,5321.600098,35.72,62.25
Multifamily HR (10+),High-Rise Multifamily,2007,13,90959,1.0,49.20000076,4471029.0,835230.1875,16212.22949,105.97,57.0
Multifamily HR (10+),High-Rise Multifamily,1908,11,177364,1.0,54.29999924,8692328.0,1159298.5,0.0,393.2,60.375
Multifamily LR (1-4),Low-Rise Multifamily,1905,4,25027,1.0,48.20000076,2080898.625,278405.5,11309.79004,66.69,42.0
NonResidential,Small- and Mid-Sized Office,1905,2,33640,0.0,39.5,1078535.75,316100.6875,0.0,7.52,70.0
NonResidential,Warehouse,1906,4,43484,1.0,36.0,1567040.75,459273.3125,0.0,10.92,18.0
Multifamily MR (5-9),Mid-Rise Multifamily,1910,9,142510,1.0,54.59999847,10716391.0,1076206.0,70443.75781,399.73,49.625
Multifamily HR (10+),High-Rise Multifamily,1979,12,74327,1.0,56.59999847,4207110.5,805794.875,14577.37988,96.59,24.0
Multifamily LR (1-4),Low-Rise Multifamily,1926,2,20304,1.0,65.19999695,1323038.75,63166.10156,11075.16016,60.32,98.0
NonResidential,Mixed Use Property,1900,3,22480,1.0,34.09999847,981009.125,287517.3125,0.0,6.84,69.5
NonResidential,Hotel,1925,4,33018,1.0,165.5,4857581.5,535623.5,30300.3418,173.67,49.0
Multifamily LR (1-4),Senior Care Community,1998,3,43380,1.0,73.40000153,3185108.0,475975.9063,15610.78027,94.23,48.0
NonResidential,Small- and Mid-Sized Office,1970,2,26510,1.0,32.0,987063.6875,261957.4063,932.6499634,11.18,91.0
Multifamily LR (1-4),Low-Rise Multifamily,1961,4,72566,3.0,31.0,2249620.5,464689.1875,488.332489,13.65,98.0
Multifamily LR (1-4),Low-Rise Multifamily,1959,4,25966,1.0,36.29999924,942636.6875,276271.0,0.0,6.57,34.0
Multifamily MR (5-9),Mid-Rise Multifamily,1996,5,33456,1.0,41.29999924,828020.8125,242679.0,0.0,5.77,93.0
Multifamily LR (1-4),Low-Rise Multifamily,1966,4,63336,1.0,29.10000038,1842562.75,540024.1875,0.0,12.85,53.0
Multifamily LR (1-4),Low-Rise Multifamily,1998,4,63236,1.0,30.39999962,1924355.875,410916.0938,5223.099609,37.51,78.0
Multifamily LR (1-4),Low-Rise Multifamily,1982,3,44202,1.0,25.5,1128634.875,330783.9063,0.0,7.87,79.0
Multifamily MR (5-9),Mid-Rise Multifamily,1961,6,80539,1.0,102.1999969,6779778.0,385546.5938,54642.92578,299.38,22.0
Multifamily LR (1-4),Low-Rise Multifamily,1959,3,45067,1.0,44.90000153,2025533.0,142039.0,15408.95898,85.22,84.0
Multifamily LR (1-4),Low-Rise Multifamily,1989,3,21990,1.0,28.89999962,634931.625,186087.7969,0.0,4.43,79.0
Multifamily LR (1-4),Low-Rise Multifamily,1984,4,90372,4.0,22.10000038,1730431.0,507160.3125,0.0,12.06,83.0
Multifamily HR (10+),High-Rise Multifamily,1962,11,67813,1.0,45.79999924,3104171.5,497767.0,14057.90039,86.5,77.0
Multifamily LR (1-4),Low-Rise Multifamily,1999,4,38270,1.0,36.59999847,1038815.188,205063.5938,3391.380127,22.89,53.0
Multifamily MR (5-9),Mid-Rise Multifamily,1901,6,132150,1.0,94.40000153,5960927.5,1046060.313,23917.69141,151.91,72.5
NonResidential,Warehouse,1938,1,40028,1.0,19.0,942415.1875,274970.4063,42.15999603,6.76,80.0
NonResidential,Small- and Mid-Sized Office,2007,3,44510,1.0,83.30000305,2188051.25,641281.0,0.0,15.25,23.0
NonResidential,Worship Facility,1954,1,21624,1.0,30.79999924,666687.5,91769.20313,3535.710205,20.96,90.0
Multifamily MR (5-9),Mid-Rise Multifamily,2002,6,81608,1.0,26.79999924,1545519.375,442226.9063,366.4099731,12.46,95.0
Multifamily LR (1-4),Low-Rise Multifamily,1967,4,21841,1.0,20.29999924,455798.9063,133587.0,0.0,3.18,80.125
SPS-District K-12,K-12 School,1970,1,42239,1.0,44.0,2145603.5,262111.2969,12512.7959,72.69,83.0
Multifamily LR (1-4),Low-Rise Multifamily,1968,4,21880,1.0,40.90000153,895310.5,262400.5,0.0,6.24,61.75
SPS-District K-12,K-12 School,1925,3,51360,1.0,27.5,1403094.75,281414.4063,4429.087402,30.22,89.0
Multifamily LR (1-4),Low-Rise Multifamily,1967,2,24621,1.0,24.29999924,598857.8125,175515.2031,0.0,4.17,96.0
Multifamily MR (5-9),Mid-Rise Multifamily,1979,8,75477,1.0,59.40000153,4486477.0,920045.875,13472.7998,93.44,16.0
NonResidential,Small- and Mid-Sized Office,1993,3,21600,0.0,71.30000305,1539176.625,313318.0938,4701.350098,32.42,75.875
NonResidential,Mixed Use Property,1909,3,20620,1.0,36.20000076,747456.875,120181.3984,3373.97998,20.78,83.25
Multifamily LR (1-4),Low-Rise Multifamily,1910,4,36000,1.0,36.70000076,1319572.875,386744.5938,0.0,9.2,6.0
Multifamily MR (5-9),Mid-Rise Multifamily,1910,6,47607,1.0,53.29999924,2184336.75,426244.3125,7299.909668,48.91,99.0
NonResidential,Hotel,1910,5,40552,1.0,29.60000038,1200180.875,66657.39844,9727.459961,53.25,99.0
Multifamily MR (5-9),Mid-Rise Multifamily,1914,6,34848,1.0,90.90000153,3776768.25,248973.4063,29272.70898,161.39,66.75
Multifamily LR (1-4),Low-Rise Multifamily,1910,3,27494,1.0,23.70000076,652342.5,191190.5938,0.0,4.55,75.875
Multifamily LR (1-4),Low-Rise Multifamily,1910,4,23200,1.0,36.29999924,842511.0,246925.7969,0.0,5.87,62.0
Multifamily MR (5-9),Mid-Rise Multifamily,1991,5,97737,1.0,28.10000038,2747172.75,628108.0,6040.680176,47.02,85.0
Multifamily HR (10+),High-Rise Multifamily,1973,12,76094,1.0,48.09999847,3634625.75,779031.6875,9765.69043,70.4,40.0
Multifamily LR (1-4),Low-Rise Multifamily,1903,3,27600,1.0,45.29999924,851651.1875,249604.7031,0.0,5.94,76.0
Multifamily MR (5-9),Senior Care Community,2005,7,134974,1.0,44.40000153,4760734.0,678878.0,24444.02148,145.97,100.0
NonResidential,Small- and Mid-Sized Office,1909,3,31432,1.0,45.79999924,1439572.375,421914.5,0.0,10.04,60.75
Multifamily MR (5-9),Mid-Rise Multifamily,2005,5,67590,1.0,46.29999924,3629002.5,323047.1875,25267.65234,141.88,62.0
NonResidential,Retail Store,1917,2,24550,1.0,39.79999924,977230.3125,26436.40039,1147.940186,6.73,100.0
Multifamily LR (1-4),Low-Rise Multifamily,1916,3,24171,1.0,39.0,843267.0,116262.0,4465.810547,26.48,85.75
Multifamily LR (1-4),Low-Rise Multifamily,1920,4,46560,1.0,133.5,6881405.5,514840.6875,51247.6875,284.42,76.125
Multifamily LR (1-4),Low-Rise Multifamily,1909,4,34560,1.0,29.29999924,1023327.875,201473.7969,3358.990234,22.63,94.0
Multifamily LR (1-4),Low-Rise Multifamily,1980,3,57770,1.0,30.70000076,1048813.75,307389.6875,0.0,7.31,71.0
Multifamily LR (1-4),Low-Rise Multifamily,1989,4,23341,2.0,26.10000038,609921.6875,133203.9063,1554.299805,11.42,90.0
SPS-District K-12,K-12 School,2000,2,61052,1.0,38.79999924,2366929.5,494999.0938,6779.92334,47.78,80.0
Multifamily LR (1-4),Low-Rise Multifamily,1949,2,65042,1.0,32.70000076,2125323.5,622896.625,0.0,14.82,41.0
Multifamily MR (5-9),Mid-Rise Multifamily,1968,8,143960,1.0,30.10000038,2993610.0,607567.875,9205.879883,63.34,97.0
NonResidential,Other,1908,3,25864,1.0,47.20000076,1028277.313,127068.8984,5947.179688,34.61,81.875
Multifamily LR (1-4),Low-Rise Multifamily,1972,3,20004,1.0,30.70000076,471113.3125,138075.4063,0.0,3.28,71.375
Multifamily LR (1-4),Low-Rise Multifamily,1979,3,36300,1.0,16.79999924,608199.8125,178253.0938,0.0,4.24,98.0
Multifamily LR (1-4),University,1956,3,20008,1.0,75.80000305,1516415.75,110068.5,11408.62012,63.21,48.125
NonResidential,Other,1924,3,20686,1.0,58.40000153,1207504.0,136069.2031,7432.359863,42.71,56.5
NonResidential,Residence Hall,1929,3,22124,1.0,28.79999924,637685.0,186894.7969,0.0,4.45,82.0
Multifamily LR (1-4),Low-Rise Multifamily,1988,4,34795,1.0,29.89999962,1079505.0,316384.8125,0.0,7.53,95.0
Multifamily LR (1-4),Low-Rise Multifamily,1999,3,23800,1.0,37.29999924,492807.6875,144433.5938,0.0,3.44,73.25
NonResidential,Residence Hall,1926,3,27487,1.0,58.0,1594504.875,119005.2031,11884.58984,65.95,82.0
NonResidential,Residence Hall,1926,4,23616,1.0,70.09999847,1656420.25,218032.5938,9124.929688,53.65,55.0
Multifamily LR (1-4),Low-Rise Multifamily,1928,3,20629,1.0,58.59999847,1209433.5,100262.1016,8673.390625,48.45,52.0
NonResidential,Residence Hall,1976,3,33448,1.0,29.89999962,998633.5,292682.6875,0.0,6.96,78.0
Nonresidential COS,Mixed Use Property,2005,2,29508,0.0,99.19999695,2217620.0,232104.4063,14256.7998,81.24,73.625
NonResidential,Senior Care Community,1987,2,74840,1.0,110.5,8268496.5,1204877.625,41574.53516,249.46,48.0
Nonresidential COS,Other,1913,3,20992,1.0,80.09999847,2473302.0,169077.4063,18964.09961,104.74,86.0
NonResidential,K-12 School,1925,2,22344,1.0,68.09999847,1522596.75,162832.7969,9670.109375,55.23,40.0
Multifamily LR (1-4),Low-Rise Multifamily,1912,4,24980,1.0,53.90000153,1346978.75,245987.5938,5076.689941,32.81,44.0
Multifamily LR (1-4),Low-Rise Multifamily,1989,4,24415,1.0,29.79999924,727374.6875,213181.2969,0.0,5.07,76.0
Multifamily LR (1-4),Low-Rise Multifamily,1910,3,31300,1.0,24.60000038,770175.8125,134833.2031,3101.250244,19.68,100.0
NonResidential,University,1921,3,31900,1.0,94.80000305,2466100.0,220900.5938,17123.87109,96.2,57.875
Nonresidential COS,Other,1950,2,29417,1.0,54.90000153,1631479.125,193124.2969,9725.390625,56.25,81.0
NonResidential,Mixed Use Property,1909,3,49299,1.0,89.19999695,4729846.5,387981.3125,0.0,9.23,52.25
Multifamily LR (1-4),Low-Rise Multifamily,2005,3,58035,1.0,22.20000076,952635.375,279201.4063,0.0,6.64,98.0
Multifamily LR (1-4),Low-Rise Multifamily,2005,4,54300,1.0,27.5,1201587.125,352165.0,0.0,8.38,84.0
Multifamily HR (10+),High-Rise Multifamily,1991,24,220018,1.0,57.59999847,10046434.0,2524993.25,14311.55957,136.07,2.0
NonResidential,Supermarket / Grocery Store,1997,1,31841,1.0,412.7000122,13140574.0,1865567.25,67752.58594,404.21,43.625
Multifamily LR (1-4),Senior Care Community,2000,4,76699,1.0,73.19999695,4215991.5,841156.0,13459.66992,91.49,35.0
Multifamily LR (1-4),Low-Rise Multifamily,1922,3,20064,1.0,62.70000076,1257144.75,51929.60156,10799.61035,58.59,78.5
NonResidential,Mixed Use Property,1988,2,21036,1.0,130.1000061,2735811.5,425240.4063,12848.91016,78.36,57.0
Multifamily MR (5-9),Mid-Rise Multifamily,1911,5,81120,1.0,37.0,1591124.875,466332.0,0.0,11.09,98.0
NonResidential,Mixed Use Property,1999,2,32928,1.0,172.1000061,5652231.0,1656573.875,0.0,39.4,9.0
NonResidential,Worship Facility,1954,2,20039,1.0,5.199999809,104722.2969,30692.30078,0.0,0.73,100.0
SPS-District K-12,K-12 School,1928,2,54943,1.0,37.70000076,2155390.25,195086.9063,14897.53809,83.76,94.0
NonResidential,Warehouse,1960,1,44476,1.0,33.20000076,1368120.5,272891.0938,4370.157227,29.7,33.0
NonResidential,Small- and Mid-Sized Office,1969,1,35017,1.0,43.20000076,1295485.25,265132.1875,3908.540527,27.06,66.0
NonResidential,Residence Hall,1950,3,29084,1.0,62.79999924,1632498.625,164321.4063,10718.34082,60.83,66.0
Multifamily MR (5-9),Mid-Rise Multifamily,1923,7,100234,1.0,50.79999924,5089903.0,261215.4063,41986.35938,229.2,91.0
Multifamily LR (1-4),Low-Rise Multifamily,2009,3,37361,1.0,37.90000153,1416470.25,213274.0938,6887.790039,41.65,61.0
Multifamily LR (1-4),Low-Rise Multifamily,1992,4,35655,1.0,46.59999847,1394408.25,276981.9063,4493.459961,30.45,29.0
Multifamily LR (1-4),Low-Rise Multifamily,1900,3,48441,1.0,41.40000153,2003447.625,488099.1875,3380.530029,29.56,69.875
Multifamily MR (5-9),Mid-Rise Multifamily,2000,5,294707,1.0,86.19999695,19234064.0,4211202.0,48654.41406,358.57,69.0
Multifamily MR (5-9),Mid-Rise Multifamily,2008,6,103931,1.0,30.70000076,2845428.5,833947.3125,0.0,19.84,84.0
Multifamily LR (1-4),Low-Rise Multifamily,1999,3,36115,1.0,25.5,768325.6875,225183.2969,0.0,5.36,82.25
Multifamily LR (1-4),Low-Rise Multifamily,2003,4,88426,1.0,38.20000076,2645481.25,617558.125,5383.729492,43.28,55.0
Multifamily HR (10+),Senior Care Community,1960,10,241387,1.0,46.29999924,9161371.0,2685044.0,0.0,63.87,46.0
NonResidential,Worship Facility,1963,2,22952,1.0,20.5,470666.6875,36306.5,3467.890137,19.28,98.0
Multifamily MR (5-9),Mid-Rise Multifamily,2001,6,108066,1.0,26.70000076,2022990.625,592904.625,0.0,14.1,67.25
Multifamily LR (1-4),Low-Rise Multifamily,1967,4,26528,1.0,25.10000038,664913.875,194875.0938,0.0,4.64,81.125
Multifamily MR (5-9),Mid-Rise Multifamily,1969,7,29618,1.0,39.29999924,1164052.75,341164.3125,0.0,8.12,57.0
Multifamily LR (1-4),Low-Rise Multifamily,1969,4,20851,1.0,24.70000076,515571.0938,117191.1016,1157.150024,8.93,92.0
Multifamily LR (1-4),Low-Rise Multifamily,1990,4,36792,1.0,34.90000153,1285646.75,243644.0938,4543.330078,29.93,65.0
Multifamily LR (1-4),Low-Rise Multifamily,1983,3,23512,1.0,28.39999962,667871.125,142866.0938,1804.120117,12.98,84.0
Multifamily LR (1-4),Low-Rise Multifamily,2004,3,49518,1.0,36.70000076,1817513.0,291965.6875,8213.260742,50.57,42.0
Multifamily MR (5-9),Mid-Rise Multifamily,1963,7,28277,1.0,24.0,678663.3125,198904.7969,0.0,4.73,94.0
Multifamily LR (1-4),Low-Rise Multifamily,1958,4,21602,1.0,26.5,572654.3125,102620.7969,2225.120117,14.26,95.0
Multifamily LR (1-4),Low-Rise Multifamily,1988,3,65689,1.0,21.10000038,1384693.5,405830.4063,0.0,9.65,73.0
Multifamily MR (5-9),Mid-Rise Multifamily,2007,6,109222,1.0,28.89999962,3151107.75,844638.375,2692.009766,34.39,87.0
Multifamily LR (1-4),Low-Rise Multifamily,1957,2,21596,2.0,26.0,562495.8125,164858.0938,0.0,3.92,77.0
NonResidential,Warehouse,1976,1,21040,1.0,28.10000038,592088.125,78199.0,3252.730225,19.14,43.0
NonResidential,Warehouse,1951,2,28032,1.0,44.0,1321065.0,149629.5,8105.290039,46.61,52.0
NonResidential,Distribution Center,1974,1,25620,1.0,21.5,550324.1875,55670.89844,3603.75,20.46,82.0
NonResidential,Warehouse,1992,3,33238,1.0,49.09999847,1632472.0,478450.0938,0.0,11.38,14.0
NonResidential,K-12 School,1912,4,27800,1.0,106.5,1181428.75,154882.7031,6529.689941,38.36,8.0
Multifamily LR (1-4),Low-Rise Multifamily,2002,4,26255,1.0,27.20000076,713821.875,151550.7031,1967.310059,14.05,74.625
NonResidential,Large Office,2000,6,706176,1.0,58.20000076,13270687.0,3889415.25,0.0,92.52,82.0
Multifamily LR (1-4),Low-Rise Multifamily,1999,3,21158,1.0,26.20000076,462465.5,135540.9063,0.0,3.22,68.625
Multifamily LR (1-4),Low-Rise Multifamily,1913,4,26355,1.0,69.40000153,1829122.375,252938.5,9660.959961,57.33,1.0
Multifamily MR (5-9),Mid-Rise Multifamily,1998,7,74162,1.0,41.29999924,2646523.5,666413.875,3727.189941,35.65,49.0
NonResidential,Supermarket / Grocery Store,1998,1,33706,1.0,273.7000122,8687690.0,1620309.625,31591.93555,206.33,22.0
Multifamily LR (1-4),Low-Rise Multifamily,1963,3,27984,1.0,37.90000153,1059605.625,310552.5938,0.0,7.39,25.0
NonResidential,Mixed Use Property,1961,2,37600,1.0,57.79999924,2171751.5,138408.2969,16995.02344,93.55,74.875
Multifamily HR (10+),High-Rise Multifamily,1969,10,139127,1.0,36.70000076,5106786.5,1496713.375,0.0,35.6,68.0
Multifamily LR (1-4),Low-Rise Multifamily,1965,4,26153,1.0,26.10000038,593543.3125,173957.5938,0.0,4.14,80.0
Multifamily MR (5-9),Mid-Rise Multifamily,1924,7,95611,1.0,84.30000305,8058913.5,385640.8125,67431.07031,367.3,50.0
Multifamily MR (5-9),Mid-Rise Multifamily,1928,5,32980,1.0,41.90000153,1383204.25,242035.5,5573.790039,35.36,72.0
Multifamily HR (10+),High-Rise Multifamily,1973,26,187080,1.0,34.59999847,6454820.0,1566533.75,11098.05957,96.2,86.0
Multifamily HR (10+),High-Rise Multifamily,1970,21,94000,1.0,36.09999847,5143676.5,1038326.5,16009.05957,109.72,76.75
Multifamily LR (1-4),Low-Rise Multifamily,1974,3,35333,1.0,29.70000076,919909.6875,269610.0938,0.0,6.41,61.0
Multifamily LR (1-4),Low-Rise Multifamily,2004,4,39331,1.0,33.70000076,1326764.25,319198.6875,2376.579834,20.21,52.0
Multifamily LR (1-4),Low-Rise Multifamily,2008,4,57486,1.0,22.60000038,1297633.75,380314.5938,0.0,9.05,93.0
SPS-District K-12,K-12 School,1954,1,42128,1.0,40.59999847,1709307.5,261880.7969,8157.702637,49.55,93.0
Multifamily LR (1-4),Low-Rise Multifamily,1982,4,77966,1.0,38.40000153,2993032.25,442537.0,14830.95996,89.29,85.0
Multifamily LR (1-4),Low-Rise Multifamily,1965,3,28944,1.0,35.90000153,864751.8125,234862.2031,634.0200195,8.95,39.0
Multifamily MR (5-9),Mid-Rise Multifamily,1904,5,30189,1.0,24.20000076,729361.625,177385.5938,1241.220093,10.81,79.125
Multifamily LR (1-4),Mixed Use Property,2004,4,44432,1.0,52.20000076,1396280.25,271168.5,4710.530273,31.47,69.5
Multifamily LR (1-4),Low-Rise Multifamily,1926,3,23671,1.0,35.5,839362.0,145061.7969,3444.109619,21.74,50.0
SPS-District K-12,K-12 School,1932,2,44753,1.0,35.20000076,1638691.625,163794.7031,10798.24121,61.25,96.0
Multifamily LR (1-4),Low-Rise Multifamily,1989,4,20380,0.0,45.59999847,1310280.75,384021.3125,0.0,9.13,2.0
Multifamily LR (1-4),Low-Rise Multifamily,2002,4,29808,1.0,38.09999847,975327.0,158357.7969,4350.100098,26.87,80.0
Multifamily LR (1-4),Low-Rise Multifamily,1969,4,27878,1.0,28.29999924,658297.5,192935.9063,0.0,4.59,53.0
Multifamily LR (1-4),Low-Rise Multifamily,1910,3,23597,1.0,81.69999695,2225265.5,260820.5,13353.45898,77.12,68.0
NonResidential,Other,1912,3,33708,1.0,23.29999924,786324.0,166203.2969,527.5,19.61,82.625
Multifamily LR (1-4),Low-Rise Multifamily,1910,3,24682,1.0,112.1999969,2681771.0,293781.3125,16793.89063,96.18,74.0
Multifamily MR (5-9),Mid-Rise Multifamily,2012,5,121773,1.0,24.70000076,2986728.0,603832.0,9264.530273,63.57,81.0
Multifamily LR (1-4),Low-Rise Multifamily,1994,3,50095,1.0,28.10000038,981242.3125,287585.5938,0.0,6.84,83.0
Multifamily HR (10+),High-Rise Multifamily,2007,12,175353,1.0,42.20000076,6074249.0,1245515.875,18245.48047,126.53,53.0
Multifamily LR (1-4),Low-Rise Multifamily,1980,4,26245,1.0,28.60000038,750583.625,219983.5,0.0,5.23,76.0
Multifamily LR (1-4),Low-Rise Multifamily,1987,3,103345,1.0,43.70000076,4018570.0,879799.375,10166.94043,74.92,42.0
Multifamily MR (5-9),Mid-Rise Multifamily,2005,6,93191,1.0,28.70000076,1878442.25,550539.8125,0.0,13.1,96.0
Multifamily LR (1-4),Low-Rise Multifamily,1999,4,40317,1.0,29.60000038,942712.5,276293.1875,0.0,6.57,51.0
Multifamily LR (1-4),Low-Rise Multifamily,1991,4,31500,1.0,20.0,495152.6875,145121.0,0.0,3.45,94.0
Multifamily LR (1-4),Low-Rise Multifamily,1976,3,21520,1.0,20.5,440870.4063,129211.7031,0.0,3.07,88.0
Multifamily LR (1-4),Low-Rise Multifamily,1976,4,21580,1.0,21.70000076,467930.0,137142.4063,0.0,3.26,70.375
Multifamily LR (1-4),Low-Rise Multifamily,1969,3,97254,1.0,22.89999962,2220053.25,650660.3125,0.0,15.48,73.0
Multifamily LR (1-4),Low-Rise Multifamily,1975,3,28899,1.0,31.79999924,919266.125,269421.5,0.0,6.41,65.0
Multifamily LR (1-4),Low-Rise Multifamily,1975,3,57496,1.0,21.0,1204956.5,353152.5,0.0,8.4,82.0
Multifamily LR (1-4),Low-Rise Multifamily,1985,4,48863,1.0,21.70000076,1070085.375,313624.0,0.0,7.46,86.0
